,Age,YrsOfExp,Level,AISelect,AIComplex,AIAcc,AISent
26254,25-34,7.0,Senior Developer,Daily,"Good, but not great",Highly trust,Very favorable
26255,>=65,25.0,Distinguished Engineer/Fellow,Daily,"Good, but not great",Somewhat trust,Very favorable
26256,45-54,31.0,Veteran/Executive,Monthly,I don't use AI for complex tasks,Neither trust nor distrust,Favorable
26257,45-54,25.0,Distinguished Engineer/Fellow,Daily,Bad,Somewhat trust,Very favorable
26258,45-54,35.0,Veteran/Executive,Daily,"Good, but not great",Somewhat trust,Very favorable
26259,25-34,5.0,Mid-Level Developer,Daily,"Good, but not great",Somewhat trust,Very favorable
26260,35-44,17.0,Principal,Monthly,Bad,Highly distrust,Indifferent
26261,35-44,20.0,Principal,Monthly,Very poor,Highly distrust,Indifferent
26262,>=65,45.0,Veteran/Executive,Weekly,"Good, but not great",Somewhat trust,Very favorable
26263,18-24,4.0,Mid-Level Developer,Daily,Neither good or bad,Somewhat trust,Favorable
26264,55-64,25.0,Distinguished Engineer/Fellow,I plan to use AI soon,I don't use AI for complex tasks,Neither trust nor distrust,Favorable
26265,25-34,5.0,Mid-Level Developer,Weekly,"Good, but not great",Somewhat distrust,Indifferent
26266,35-44,15.0,Staff/Lead Developer,I plan to use AI soon,Bad,Neither trust nor distrust,Favorable
26267,18-24,3.0,Junior Developer,Daily,"Good, but not great",Somewhat trust,Favorable
26268,35-44,14.0,Staff/Lead Developer,Monthly,Very poor,Highly distrust,Very unfavorable
26269,35-44,26.0,Distinguished Engineer/Fellow,Daily,"Good, but not great",Somewhat trust,Very favorable
26270,25-34,8.0,Senior Developer,I don't plan to use AI,Very poor,Neither trust nor distrust,Unfavorable
26271,25-34,10.0,Senior Developer,Daily,"Good, but not great",Neither trust nor distrust,Very favorable
26272,25-34,7.0,Senior Developer,Daily,Bad,Highly distrust,Indifferent
26273,45-54,27.0,Distinguished Engineer/Fellow,Weekly,I don't use AI for complex tasks,Highly distrust,Indifferent
26274,>=65,40.0,Veteran/Executive,I don't plan to use AI,Very poor,Highly distrust,Very unfavorable
26275,>=65,29.0,Distinguished Engineer/Fellow,Weekly,"Good, but not great",Somewhat trust,Indifferent
26276,>=65,42.0,Veteran/Executive,I plan to use AI soon,I don't use AI for complex tasks,Highly distrust,Unfavorable
26277,45-54,12.0,Staff/Lead Developer,Weekly,Bad,Somewhat distrust,Unfavorable
26278,>=65,37.0,Veteran/Executive,Daily,"Good, but not great",Somewhat trust,Favorable
26279,25-34,13.0,Staff/Lead Developer,Daily,Very poor,Neither trust nor distrust,Very favorable
26280,25-34,8.0,Senior Developer,Daily,Bad,Neither trust nor distrust,Very favorable
26281,55-64,41.0,Veteran/Executive,Daily,Neither good or bad,Somewhat distrust,Indifferent
26282,>=65,44.0,Veteran/Executive,Daily,"Good, but not great",Somewhat trust,Very favorable
26283,25-34,12.0,Staff/Lead Developer,Daily,"Good, but not great",Somewhat trust,Very favorable
26284,25-34,13.0,Staff/Lead Developer,Daily,Bad,Somewhat distrust,Very favorable
26285,35-44,15.0,Staff/Lead Developer,Monthly,Bad,Highly distrust,Unfavorable
26286,35-44,13.0,Staff/Lead Developer,Daily,Bad,Somewhat distrust,Favorable
26287,25-34,5.0,Mid-Level Developer,I plan to use AI soon,Neither good or bad,Neither trust nor distrust,Favorable
26288,18-24,3.0,Junior Developer,Weekly,Bad,Neither trust nor distrust,Favorable
26289,25-34,8.0,Senior Developer,Daily,I don't use AI for complex tasks,Somewhat trust,Very favorable
26290,35-44,22.0,Distinguished Engineer/Fellow,Daily,"Good, but not great",Somewhat distrust,Favorable
26291,45-54,22.0,Distinguished Engineer/Fellow,Daily,Bad,Somewhat trust,Favorable
26292,25-34,1.0,Junior Developer,Daily,"Good, but not great",Somewhat trust,Very favorable
26293,>=65,40.0,Veteran/Executive,I plan to use AI soon,I don't use AI for complex tasks,Somewhat trust,Favorable
26294,45-54,25.0,Distinguished Engineer/Fellow,Monthly,"Good, but not great",Neither trust nor distrust,Favorable
26295,55-64,33.0,Veteran/Executive,Daily,Bad,Somewhat distrust,Very favorable
26296,35-44,19.0,Principal,Daily,"Good, but not great",Somewhat trust,Very favorable
26297,35-44,14.0,Staff/Lead Developer,Daily,Very poor,Somewhat distrust,Favorable
26298,35-44,5.0,Mid-Level Developer,Daily,"Good, but not great",Somewhat distrust,Favorable
26299,45-54,29.0,Distinguished Engineer/Fellow,Daily,I don't use AI for complex tasks,Somewhat distrust,Very favorable
26300,25-34,15.0,Staff/Lead Developer,Daily,Very poor,Somewhat distrust,Favorable
26301,35-44,15.0,Staff/Lead Developer,Daily,"Good, but not great",Somewhat distrust,Favorable
26302,55-64,30.0,Distinguished Engineer/Fellow,Monthly,Neither good or bad,Somewhat trust,Very favorable
26303,35-44,22.0,Distinguished Engineer/Fellow,Weekly,Very well,Somewhat trust,Very favorable
26304,55-64,26.0,Distinguished Engineer/Fellow,I plan to use AI soon,I don't use AI for complex tasks,Highly trust,Very favorable
26305,35-44,17.0,Principal,I don't plan to use AI,I don't use AI for complex tasks,Somewhat distrust,Very unfavorable
26306,45-54,25.0,Distinguished Engineer/Fellow,Weekly,Neither good or bad,Neither trust nor distrust,Favorable
26307,25-34,8.0,Senior Developer,Daily,"Good, but not great",Somewhat trust,Very favorable
26308,25-34,5.0,Mid-Level Developer,Daily,Very well,Somewhat trust,Very favorable
26309,35-44,14.0,Staff/Lead Developer,Weekly,Bad,Somewhat distrust,Indifferent
26310,35-44,8.0,Senior Developer,Daily,Neither good or bad,Highly distrust,Very favorable
26311,25-34,8.0,Senior Developer,Weekly,"Good, but not great",Somewhat trust,Indifferent
26312,35-44,12.0,Staff/Lead Developer,Daily,"Good, but not great",Somewhat trust,Very favorable
26313,25-34,8.0,Senior Developer,Weekly,Very poor,Somewhat distrust,Favorable
26314,18-24,6.0,Mid-Level Developer,Weekly,Bad,Highly distrust,Favorable
26315,35-44,28.0,Distinguished Engineer/Fellow,I plan to use AI soon,Neither good or bad,Somewhat distrust,Favorable
26316,35-44,15.0,Staff/Lead Developer,Daily,"Good, but not great",Somewhat distrust,Very favorable
26317,25-34,10.0,Senior Developer,Weekly,Bad,Neither trust nor distrust,Indifferent
26318,>=65,8.0,Senior Developer,Weekly,"Good, but not great",Somewhat distrust,Indifferent
26319,18-24,3.0,Junior Developer,Weekly,Bad,Neither trust nor distrust,Favorable
26320,45-54,28.0,Distinguished Engineer/Fellow,I don't plan to use AI,I don't use AI for complex tasks,Highly distrust,Very unfavorable
26321,35-44,19.0,Principal,Daily,Bad,Somewhat distrust,Favorable
26322,>=65,40.0,Veteran/Executive,Monthly,Bad,Neither trust nor distrust,Indifferent
26323,25-34,10.0,Senior Developer,Weekly,Very poor,Neither trust nor distrust,Favorable
26324,45-54,27.0,Distinguished Engineer/Fellow,Weekly,Bad,Somewhat distrust,Very unfavorable
26325,>=65,20.0,Principal,Daily,Very well,Somewhat trust,Very favorable
26326,45-54,15.0,Staff/Lead Developer,Daily,"Good, but not great",Neither trust nor distrust,Very favorable
26327,35-44,13.0,Staff/Lead Developer,Daily,Bad,Somewhat distrust,Indifferent
26328,25-34,3.0,Junior Developer,Daily,"Good, but not great",Highly distrust,Unfavorable
26329,25-34,8.0,Senior Developer,Monthly,Bad,Highly distrust,Unfavorable
26330,45-54,25.0,Distinguished Engineer/Fellow,Daily,Bad,Neither trust nor distrust,Indifferent
26331,45-54,3.0,Junior Developer,Weekly,I don't use AI for complex tasks,Somewhat distrust,Indifferent
26332,35-44,8.0,Senior Developer,Daily,Bad,Somewhat distrust,Favorable
26333,35-44,18.0,Principal,Daily,"Good, but not great",Highly trust,Very favorable
26334,55-64,22.0,Distinguished Engineer/Fellow,Daily,Very poor,Somewhat distrust,Indifferent
26335,35-44,20.0,Principal,Weekly,"Good, but not great",Somewhat trust,Favorable
26336,35-44,11.0,Staff/Lead Developer,I plan to use AI soon,Bad,Somewhat distrust,Unfavorable
26337,45-54,36.0,Veteran/Executive,Weekly,"Good, but not great",Somewhat trust,Favorable
26338,35-44,12.0,Staff/Lead Developer,Monthly,Very poor,Highly distrust,Very unfavorable
26339,55-64,18.0,Principal,Daily,I don't use AI for complex tasks,Somewhat distrust,Indifferent
26340,45-54,15.0,Staff/Lead Developer,Daily,Neither good or bad,Neither trust nor distrust,Very favorable
26341,25-34,9.0,Senior Developer,Monthly,I don't use AI for complex tasks,Highly distrust,Unfavorable
26342,25-34,1.0,Junior Developer,I don't plan to use AI,I don't use AI for complex tasks,Somewhat distrust,Very unfavorable
26343,55-64,40.0,Veteran/Executive,Weekly,"Good, but not great",Highly distrust,Favorable
26344,35-44,12.0,Staff/Lead Developer,I plan to use AI soon,Bad,Somewhat trust,Unsure
26345,35-44,11.0,Staff/Lead Developer,I don't plan to use AI,I don't use AI for complex tasks,Highly distrust,Very unfavorable
26346,35-44,21.0,Distinguished Engineer/Fellow,Weekly,Bad,Somewhat distrust,Favorable
26347,25-34,11.0,Staff/Lead Developer,Daily,Bad,Neither trust nor distrust,Unfavorable
26348,25-34,10.0,Senior Developer,Daily,"Good, but not great",Somewhat trust,Very favorable
26349,>=65,51.0,Veteran/Executive,I don't plan to use AI,I don't use AI for complex tasks,Neither trust nor distrust,Indifferent
26350,35-44,8.0,Senior Developer,Daily,Very poor,Highly distrust,Favorable
26351,55-64,24.0,Distinguished Engineer/Fellow,Monthly,Very poor,Somewhat distrust,Unfavorable
26352,35-44,20.0,Principal,Daily,Bad,Neither trust nor distrust,Favorable
26353,35-44,7.0,Senior Developer,Weekly,Bad,Neither trust nor distrust,Favorable
26354,25-34,5.0,Mid-Level Developer,Weekly,Bad,Somewhat distrust,Very favorable
26355,>=65,50.0,Veteran/Executive,Daily,I don't use AI for complex tasks,Highly trust,Very favorable
26356,>=65,27.0,Distinguished Engineer/Fellow,I plan to use AI soon,I don't use AI for complex tasks,Somewhat trust,Favorable
26357,45-54,20.0,Principal,Weekly,Bad,Somewhat distrust,Favorable
26358,18-24,4.0,Mid-Level Developer,Monthly,Bad,Somewhat distrust,Unfavorable
26359,35-44,21.0,Distinguished Engineer/Fellow,Daily,Neither good or bad,Somewhat trust,Very favorable
26360,25-34,5.0,Mid-Level Developer,Daily,"Good, but not great",Somewhat trust,Favorable
26361,35-44,22.0,Distinguished Engineer/Fellow,I don't plan to use AI,I don't use AI for complex tasks,Highly distrust,Very unfavorable
26362,25-34,6.0,Mid-Level Developer,Daily,Neither good or bad,Neither trust nor distrust,Very favorable
26363,25-34,11.0,Staff/Lead Developer,Weekly,"Good, but not great",Neither trust nor distrust,Favorable
26364,25-34,5.0,Mid-Level Developer,Daily,"Good, but not great",Somewhat trust,Favorable
26365,25-34,12.0,Staff/Lead Developer,Monthly,Very poor,Highly distrust,Favorable
26366,35-44,16.0,Principal,Weekly,Bad,Somewhat distrust,Indifferent
26367,55-64,31.0,Veteran/Executive,Daily,"Good, but not great",Somewhat trust,Very favorable
26368,25-34,11.0,Staff/Lead Developer,Weekly,Bad,Somewhat distrust,Favorable
26369,45-54,21.0,Distinguished Engineer/Fellow,I don't plan to use AI,I don't use AI for complex tasks,Highly distrust,Very unfavorable
26370,35-44,5.0,Mid-Level Developer,Weekly,Bad,Highly distrust,Indifferent
26371,18-24,1.0,Junior Developer,I don't plan to use AI,Very poor,Highly distrust,Very unfavorable
26372,45-54,20.0,Principal,I plan to use AI soon,I don't use AI for complex tasks,Highly distrust,Unsure
26373,55-64,30.0,Distinguished Engineer/Fellow,Daily,Neither good or bad,Somewhat distrust,Very favorable
26374,45-54,30.0,Distinguished Engineer/Fellow,Weekly,Bad,Somewhat distrust,Favorable
26375,45-54,25.0,Distinguished Engineer/Fellow,Daily,"Good, but not great",Somewhat trust,Very favorable
26376,25-34,9.0,Senior Developer,I don't plan to use AI,I don't use AI for complex tasks,Somewhat distrust,Indifferent
26377,35-44,15.0,Staff/Lead Developer,Monthly,Bad,Somewhat distrust,Unsure
26378,25-34,9.0,Senior Developer,Monthly,Very poor,Highly distrust,Unfavorable
26379,35-44,14.0,Staff/Lead Developer,I plan to use AI soon,Bad,Somewhat trust,Unfavorable
26380,35-44,12.0,Staff/Lead Developer,Daily,"Good, but not great",Highly trust,Very favorable
26381,45-54,33.0,Veteran/Executive,Daily,Bad,Neither trust nor distrust,Favorable
26382,25-34,10.0,Senior Developer,Weekly,Neither good or bad,Somewhat distrust,Indifferent
26383,18-24,3.0,Junior Developer,Daily,"Good, but not great",Somewhat trust,Favorable
26384,35-44,8.0,Senior Developer,Monthly,Very poor,Somewhat distrust,Favorable
26385,35-44,7.0,Senior Developer,Monthly,Very poor,Somewhat distrust,Unfavorable
26386,25-34,10.0,Senior Developer,Daily,Bad,Highly trust,Favorable
26387,35-44,25.0,Distinguished Engineer/Fellow,Daily,Very poor,Somewhat distrust,Very unfavorable
26388,35-44,20.0,Principal,Daily,Neither good or bad,Highly distrust,Favorable
26389,45-54,22.0,Distinguished Engineer/Fellow,Daily,I don't use AI for complex tasks,Neither trust nor distrust,Favorable
26390,45-54,37.0,Veteran/Executive,Weekly,Very poor,Somewhat distrust,Favorable
26391,45-54,15.0,Staff/Lead Developer,Monthly,Bad,Somewhat distrust,Indifferent
26392,35-44,3.0,Junior Developer,I don't plan to use AI,I don't use AI for complex tasks,Highly distrust,Unfavorable
26393,18-24,1.0,Junior Developer,Weekly,Bad,Highly distrust,Favorable
26394,35-44,8.0,Senior Developer,Weekly,"Good, but not great",Somewhat trust,Very favorable
26395,35-44,13.0,Staff/Lead Developer,Daily,Neither good or bad,Somewhat trust,Favorable
26396,>=65,55.0,Veteran/Executive,Monthly,Neither good or bad,Somewhat distrust,Indifferent
26397,25-34,5.0,Mid-Level Developer,I don't plan to use AI,I don't use AI for complex tasks,Highly distrust,Unfavorable
26398,55-64,27.0,Distinguished Engineer/Fellow,Daily,"Good, but not great",Somewhat trust,Very favorable
26399,25-34,5.0,Mid-Level Developer,I plan to use AI soon,I don't use AI for complex tasks,Neither trust nor distrust,Indifferent
26400,25-34,2.0,Junior Developer,I plan to use AI soon,I don't use AI for complex tasks,Highly trust,Very favorable
26401,>=65,30.0,Distinguished Engineer/Fellow,Weekly,"Good, but not great",Somewhat trust,Favorable
26402,25-34,6.0,Mid-Level Developer,Monthly,Very poor,Highly distrust,Very unfavorable
26403,25-34,5.0,Mid-Level Developer,Daily,Bad,Somewhat distrust,Indifferent
26404,35-44,7.0,Senior Developer,Daily,Very poor,Neither trust nor distrust,Favorable
26405,35-44,19.0,Principal,Daily,"Good, but not great",Somewhat trust,Very favorable
26406,25-34,4.0,Mid-Level Developer,Daily,Very poor,Somewhat trust,Very favorable
26407,45-54,25.0,Distinguished Engineer/Fellow,I don't plan to use AI,Very poor,Somewhat distrust,Indifferent
26408,45-54,27.0,Distinguished Engineer/Fellow,Daily,Bad,Somewhat distrust,Indifferent
26409,25-34,1.0,Junior Developer,Daily,"Good, but not great",Neither trust nor distrust,Favorable
26410,45-54,20.0,Principal,Monthly,Bad,Somewhat trust,Favorable
26411,25-34,4.0,Mid-Level Developer,Weekly,"Good, but not great",Neither trust nor distrust,Very favorable
26412,25-34,1.0,Junior Developer,Daily,Very poor,Somewhat trust,Very favorable
26413,25-34,4.0,Mid-Level Developer,Monthly,Bad,Somewhat trust,Indifferent
26414,25-34,5.0,Mid-Level Developer,Daily,"Good, but not great",Somewhat trust,Very favorable
26415,25-34,2.0,Junior Developer,I plan to use AI soon,"Good, but not great",Somewhat trust,Unsure
26416,45-54,25.0,Distinguished Engineer/Fellow,Weekly,"Good, but not great",Highly trust,Favorable
26417,45-54,24.0,Distinguished Engineer/Fellow,Monthly,"Good, but not great",Somewhat distrust,Very favorable
26418,45-54,21.0,Distinguished Engineer/Fellow,Daily,"Good, but not great",Neither trust nor distrust,Very favorable
26419,18-24,1.0,Junior Developer,Weekly,"Good, but not great",Neither trust nor distrust,Favorable
26420,25-34,4.0,Mid-Level Developer,Daily,"Good, but not great",Somewhat trust,Favorable
26421,35-44,23.0,Distinguished Engineer/Fellow,Daily,"Good, but not great",Somewhat trust,Very favorable
26422,55-64,30.0,Distinguished Engineer/Fellow,Monthly,Very well,Somewhat trust,Favorable
26423,45-54,26.0,Distinguished Engineer/Fellow,I don't plan to use AI,I don't use AI for complex tasks,Highly distrust,Very unfavorable
26424,55-64,35.0,Veteran/Executive,Daily,"Good, but not great",Somewhat distrust,Favorable
26425,35-44,10.0,Senior Developer,Monthly,Bad,Somewhat trust,Very favorable
26426,35-44,11.0,Staff/Lead Developer,Weekly,Bad,Somewhat distrust,Indifferent
26427,25-34,2.0,Junior Developer,Daily,Very well,Somewhat trust,Very favorable
26428,55-64,40.0,Veteran/Executive,Monthly,"Good, but not great",Somewhat trust,Favorable
26429,35-44,18.0,Principal,I don't plan to use AI,I don't use AI for complex tasks,Highly distrust,Very unfavorable
26430,35-44,10.0,Senior Developer,Daily,"Good, but not great",Neither trust nor distrust,Favorable
26431,55-64,35.0,Veteran/Executive,Monthly,I don't use AI for complex tasks,Somewhat distrust,Indifferent
26432,25-34,18.0,Principal,Weekly,Very poor,Highly distrust,Favorable
26433,25-34,7.0,Senior Developer,Daily,Bad,Somewhat distrust,Indifferent
26434,35-44,20.0,Principal,Weekly,Bad,Somewhat distrust,Indifferent
26435,>=65,42.0,Veteran/Executive,Weekly,Bad,Somewhat distrust,Favorable
26436,35-44,12.0,Staff/Lead Developer,Monthly,Very poor,Highly distrust,Very unfavorable
26437,25-34,8.0,Senior Developer,I don't plan to use AI,Very poor,Highly distrust,Very unfavorable
26438,55-64,40.0,Veteran/Executive,I don't plan to use AI,I don't use AI for complex tasks,Somewhat distrust,Unfavorable
26439,55-64,40.0,Veteran/Executive,I don't plan to use AI,"Good, but not great",Somewhat trust,Unfavorable
26440,25-34,9.0,Senior Developer,Daily,Neither good or bad,Somewhat distrust,Favorable
